,r,vobs
156,1.0561402758,495.44578489
157,1.13887930089,180.480589066
158,1.16176385417,-238.822896259
159,1.87492617167,-43.6469048617
160,1.8246883084,239.084580219
161,2.85338125154,-376.542388076
162,0.579762470812,809.318788131
163,5.25009155011,-177.427624386
164,0.926921944872,417.754727311
165,1.59766399548,-436.412504536
166,0.981178867896,-110.883211855
167,2.83654130923,48.933601113
168,1.17618887509,347.345006987
169,0.999622147773,368.639056402
170,1.70844269909,-150.148027623
171,1.13893809982,-309.29923229
172,0.887826566458,451.956380953
173,17.2897873587,-637.61340153
174,0.98475606626,-484.648528426
175,1.19175587771,-180.288041923
176,1.31942957992,75.1894540873
177,1.6158728191,260.179104364
178,1.055135795,137.058311452
179,19.619562479,492.40754654
180,0.175933286711,-307.772023648
181,1.19269560826,17.7420734697
182,0.472564618639,-1375.49989896
183,3.3657521944,-329.420464341
184,0.636245717882,-562.36775916
185,2.29234211212,-400.515156963
186,1.61826434933,155.083637121
187,2.15042210775,-65.9848176979
188,0.875487601632,-417.02792317
189,2.80563618118,-15.7684245647
190,1.08339185267,238.200181609
191,1.60893584314,709.045256682
192,1.3114320338,478.659835589
193,2.46089362542,46.8114011281
194,5.23639295447,39.965241162
195,1.31544331139,-224.254174359
196,0.589307083583,675.366309976
197,2.06726929616,18.2722918349
198,2.20889174848,-161.057054393
199,1.09661543835,589.713916491
200,0.816627216774,502.596826635
201,3.78437810345,425.237672223
202,1.17189399649,112.354184114
203,8.03530344788,-88.99435857
204,0.385836256713,333.48548069
205,1.37407610853,595.292523431
206,0.767194116459,634.92080818
207,1.8528983349,-160.417250423
208,4.53512987185,-224.611761477
209,2.76377431482,-247.862059781
210,1.06641946268,-50.4360089732
211,6.00642171373,636.08545456
212,9.3921695272,-382.420453831
213,1.37833231016,-504.88919776
214,1.31671868295,395.896879904
215,1.19162395252,470.010231685
216,2.19134614169,237.169957169
217,1.2202551393,-14.5533255544
218,1.09464210694,537.253551497
219,1.44371270456,280.995455299
220,1.99328916139,547.232311942
221,2.00838927021,-975.154037171
222,2.17527565906,-613.363688923
223,2.76404060861,148.47167012
224,1.00249286998,810.548766487
225,0.820644086673,-184.649993997
226,3.05994769554,490.693360902
227,2.20848297795,284.017127721
228,0.575849001886,346.314382464
229,2.64256924325,-318.697692103
230,1.32475020723,-354.936620619
231,0.968134961982,-107.384157856
232,0.288021793933,1306.37270837
233,0.695505658075,353.740134442
234,1.20772470502,331.383065301
235,3.95447289561,390.414592646
236,2.60107702735,262.514655353
237,1.21376441776,557.051192911
238,2.07476355968,-25.5166144046
239,1.2740048255,-256.202167858
240,4.4570735031,-319.007379841
241,0.398646539819,55.2023013286
242,2.82933307276,430.708900044
243,1.89587143374,685.307443205
244,0.911792503773,1236.34280961
245,14.8481576863,296.75005018
246,1.25367950917,195.004639477
247,2.66084235452,-452.993365752
248,3.83769319403,495.981268487
249,0.564437167537,-79.6118552439
250,4.84324344262,270.966573989
251,4.23195491814,-340.961208637
252,4.0285714651,73.0099582394
253,1.02477732832,985.253620145
254,1.40069916779,-513.485725046
255,1.67724317636,824.959152471
256,1.88218000986,-883.653040243
257,1.94734530211,428.052119028
258,0.516583461245,66.120717145
259,27.3088906619,81.7772548638
260,1.1043808636,-424.582532454
261,0.958339590972,-799.026953923
262,1.82164035614,-233.46474456
263,48.8740010453,225.056884536
264,2.6428620836,153.287602226
265,5.94191032164,1.78817260927
266,4.98580055779,-183.197053477
267,5.18853560954,445.221030432
268,2.86166978276,-639.939017008
269,0.796557161517,-525.764642541
270,0.921346822201,-260.526904013
271,0.624055558109,258.202811003
272,1.21793118708,439.018037997
273,0.617893719817,-179.370853301
274,0.589551278867,26.8994344057
275,1.24391697967,681.585858876
276,1.61510714108,440.11291335
277,0.761928689959,504.785511399
278,0.345731465956,-801.938955589
279,2.17281640251,-334.510180327
280,1.35918282503,73.1715980779
281,5.31104839638,270.27724579
282,0.838642527012,117.858860254
283,1.32373582769,-570.020124023
284,7.52452244465,197.309852062
285,4.81988755513,274.450804811
286,779.972832575,-52.3678536645
287,1.77056321664,400.033666044
288,24.632187605,-276.787737454
289,0.897031165593,809.40640919
290,0.831633893237,-168.610146056
291,0.884102662144,-378.827680115
292,1.04179021139,-1391.07146867
293,1.97304736755,53.2568137678
294,3.91651879451,-12.5385001097
295,0.554746049848,-472.287072117
296,1.06114776165,-285.564535051
297,11.1890489473,557.349386282
298,2.96087347263,-995.684629505
299,24.4651461333,-281.13127562
300,1.28409932042,-149.732415463
301,3.56457729964,336.797672337
302,1.79818375647,446.644354275
303,0.916688257682,-610.120064979
304,1.04001196204,-233.870278255
305,1.04264030797,-261.2376658
306,1.43536272776,-207.176315557
307,1.26046551073,1074.23419261
308,1.01855286608,-1290.38977399
309,1.1718853896,884.915442015
310,1.34344673853,3.16028863641
311,17.011406954,194.343838436
312,1.69756836131,-154.37735274
313,2.51270297999,670.891150505
314,0.47344431507,-417.663587481
315,1.01585291594,439.058130295
316,6.20100975379,13.6272818586
317,0.804673075462,-1400.66819758
318,0.983198855776,-1001.65526759
319,4.46088405911,-193.440108008
320,0.0833180035512,-605.207453854
321,0.837710836434,-793.166822183
322,2.39224331399,-114.937704145
323,1.59130537286,1017.97689248
324,1.78008484102,568.850884382
325,1.7089234476,-925.871836424
326,4.64950509267,334.608081456
327,0.753914524612,-554.346175219
328,0.39329272272,131.958412044
329,36.5447636447,-87.8823737469
330,4.27670012797,358.715274656
331,1.60928405219,114.389923964
332,34.5009440309,-233.857818039
333,0.79270672166,-115.39763538
334,2.84652027319,185.633721133
335,0.896104494686,575.759784096
336,46.1280460969,124.610097741
337,5.89425073777,-178.375620939
338,2.74841201394,444.402721603
339,0.902355184703,628.889217568
340,1.35196384343,-47.2835684289
341,1.06231860589,-190.951377159
342,0.605907576787,411.112663215
343,0.699425077507,552.242315132
344,2.0441327979,-21.0147855391
345,2.93770232224,-626.553459568
346,1.07867818568,586.654630972
347,0.914797866048,333.915314714
348,0.693327473769,-122.501737033
349,1.39126814665,308.981859109
350,1.94108205257,13.6390951531
351,1.81948119759,-348.986649355
352,2.47850731167,-465.243736281
353,2.71480365854,277.495248425
354,13.7588797142,-4.04321701268
355,2.04693229038,216.440453214
356,1.07859591744,-133.553668824
357,5.41132664421,49.47842387
358,0.950096244697,553.661267082
359,0.983995486929,446.872812108
360,0.979033540478,64.8130038908
361,2.45870087086,-177.378799607
362,2.59850694681,402.820282116
363,2.19998516687,47.6541830386
364,1.96588856951,105.054224438
365,1.34300906606,417.620289291
366,1.29256647628,-514.632887638
367,2.20899740046,-289.131552296
368,1.19033114591,241.70509249
369,2.42936212265,-179.714617384
370,0.499807739011,966.352559206
371,1.16059105898,798.193778682
372,1.52621050447,-214.209770042
373,5.28976714326,-649.344850684
374,1.2099678386,850.904612097
375,0.458481815027,900.193391331
376,2.37151451355,156.193087442
377,1.52637136402,564.579758636
378,5.20395332669,-180.508481917
379,0.968647542154,130.215552127
380,0.601466514896,-413.07831423
381,12.5089769491,-71.5859557198
382,4.20169849989,230.216914064
383,1.02534712612,-47.477819475
384,4.80748423437,-190.308947658
385,1.12057794091,105.774642614
386,1.39365066663,1051.19292971
387,3.12034340747,367.587581302
388,7.11751181839,175.930861507
389,1.16116034777,-359.249542703
390,2.01821527849,-444.536663225
391,1.39389088293,397.023375592
392,0.175758313222,-124.187864413
393,1.66240723438,-41.3802775576
394,420.427366588,-77.4159260249
395,1.05131165314,140.01858771
396,3.71930421655,14.5824315737
397,0.992695285554,-848.705213
398,4.01273246485,-82.6174004541
399,1.4537442171,269.606570023
400,2.05035584526,-129.646240417
401,1.93199828251,1091.77089358
402,3.36272898925,-60.3716890025
403,0.850868592205,-32.1797062635
404,0.869428092999,-46.4743095393
405,2.17862430119,459.825241835
406,0.633547829534,-1326.28293111
407,0.984617995436,-1053.71343637
408,0.538851350815,798.46449437
409,1.4857021658,-440.280985671
410,3.39173134156,261.031872331
411,1.72809178951,919.950135888
412,1.95650645791,300.601465965
413,0.657494069793,-1221.96977854
414,1.95939360281,-342.629623095
415,1.07202440314,145.902980504
416,0.779083394503,-1191.04443102
417,2.33603833676,141.920569473
418,0.854863951417,308.489137482
419,28.6398649597,-225.430379997
420,1.0025087958,292.962071307
421,0.999215610788,161.59170426
422,0.852380210911,-455.716536297
423,1.73423338683,397.298974237
424,1.30031710549,-1021.94318845
425,1.20844432026,644.886063097
426,3.84195970718,780.755313219
427,1.64603511226,726.196359395
428,1.3911865411,609.500793396
429,4.86108596303,-731.124227458
430,0.737690172061,494.924377689
431,5.11746070583,-586.702293343
432,0.901301885329,-371.011640036
433,1.29569500332,-181.867252621
434,0.238336142946,-447.623884145
435,3.73570798428,-305.778388367
436,3.87052423587,-18.4069357093
437,1.95817735932,-291.751482036
438,6.86211223901,91.2248340506
439,4.19474109117,332.804254134
440,1.638251818,-293.870614357
441,3.13208848533,103.150363402
442,0.63992380502,-1017.59733163
443,1.26846625591,588.828593726
444,11.1046759868,118.502465551
445,12.7477660736,236.604790185
446,7.03260637749,-45.1746179144
447,2.65816036237,794.450147335
448,3.68700971404,-177.346812599
449,2.21591053392,-178.740584462
450,1.13423008841,49.4268072652
451,1.47483944505,190.850877097
452,3.71316803797,-338.107025156
453,0.391738240541,-222.999410774
454,1.09610722865,163.91474824
455,5.21822320191,646.424559176
456,2.25445350804,-801.531440717
457,1.6815678059,-654.220482291
458,1.26780477846,-239.808056647
459,1.06471462488,-46.8139322761
460,3.30563596846,679.384449855
461,1.05415258493,200.44102895
462,1.95289066488,119.444836556
463,1.43500326759,753.686876347
464,1.71780314295,-340.417290508
465,37.0385982349,76.2711000096
466,1.86987420044,-408.064659645
467,6.86153981371,-159.775099953
468,0.917302179248,185.047685774
469,0.768682786735,-218.019970362
470,0.817104393465,-478.611118708
471,1.18790715829,115.573981968
472,0.414962231801,523.750302329
473,1.70785706222,481.034641158
474,0.838038003143,-489.241882399
475,0.952969983639,-662.887182515
476,1.46547142947,37.1429671917
477,3.43815057576,-105.574364604
478,1.3381439895,-839.821950778
479,1.72060974203,422.767450794
480,1.04718975855,847.041326423
481,1.15282835328,-132.941477702
482,121.454257719,-158.731400167
483,1.00460367796,49.543653012
484,1.49878606354,-1.89515924944
485,0.900038671499,-43.1643345748
486,1.58625824084,779.233499579
487,4.71582327573,192.144747837
488,2.25965192647,-670.153477059
489,1.96805046376,179.309228685
490,0.944880639592,-516.914833785
491,0.900711488994,-264.859993077
492,1.06155182508,427.760547923
493,8.45405260308,262.307393294
494,1.17432028223,-195.591509014
495,0.759789968936,854.198102754
496,0.67997576404,77.9932729346
497,0.631872789727,925.035984183
498,3.28201716975,-667.015749359
499,22.4878601568,161.725425853
500,9.83669763379,-132.325634349
501,0.351271287376,558.22791487
502,0.958444133227,-626.992960891
503,0.88911054261,560.415151816
504,14.487655478,386.047111493
505,5.23860282803,-10.3516464866
506,2.85517350008,-254.878531923
507,1.33121006762,128.349305757
508,1.85010841244,21.6258561895
509,3.82631002076,387.880859163
510,1.85304872023,146.238037864
511,1.12775161535,659.404869133
512,1.12218834482,932.976060889
513,3.20580915656,-149.639954254
514,1.25752438356,-241.330732983
515,31.4685243289,202.72878437
516,0.952056281597,-852.886634533
517,4.97630080668,-76.7724262385
518,1.06716949568,130.542019506
519,7.39121255469,126.826159507
520,1.28410100878,623.636201631
521,0.59625862795,-32.7516757196
522,0.538338943822,-3.9746708088
523,1.43127801634,-18.09828263
524,1.24460835705,-628.653699983
525,4.30949219632,-160.970579084
526,2.20725386917,586.836918546
527,2.05071993908,566.383336987
528,0.86225574834,369.601959162
529,1.36771830532,164.76765929
530,2.01488183696,467.664026656
531,8.64463559426,-206.207036493
532,5.63311233401,261.064503214
533,2.95094990448,-851.469126554
534,1.67214168904,-167.079286003
535,3.08661044769,396.326572615
536,1.61387173948,24.7753725558
537,1.28096807759,437.075517673
538,0.981739854959,1155.21992754
539,1.90309111148,-618.276362283
540,1.83195887627,339.974137664
541,1.02059391765,453.289859098
542,1.05599859559,-237.434258466
543,33.6152950859,-207.539713557
544,1.06522092267,566.191899959
545,0.516419798822,-254.359613471
546,1.50760156121,684.742668245
547,5.43258637266,-66.670732138
548,0.129975744847,572.753713758
549,1.24269999718,475.482541767
550,2.78602194967,-155.997586392
551,22.4939992041,-153.239934541
552,4.23142101131,-769.328172316
553,9.640975834,-158.692605417
554,1.02425142949,1517.52242212
555,1.43645222058,579.358119922
556,8.52288542037,-544.648757853
557,8.90478742866,81.7537986338
558,26.3801845975,65.8718476525
559,0.585692250752,385.070814235
560,3.0556168361,102.739646446
561,0.45333248877,105.00599149
562,0.996171428929,-866.07569288
563,5.78397858143,177.181755876
564,1.89427209172,-571.964173567
565,1.00933064792,-280.017608682
566,1.19692659683,725.875573015
567,2.01628392131,-690.143867353
568,2.44036299268,530.23676536
569,1.71146938257,495.015881127
570,0.584482715633,-254.521108282
571,3.79857457629,-164.488841737
572,1.6883346944,-501.480835195
573,1.76548576462,-734.708860598
574,7.50352848412,-850.794550409
575,1.29974623749,504.714432338
576,0.899098771172,129.523126682
577,8.4027177557,187.186875492
578,1.24121702716,-679.411015551
579,0.627026886776,1039.99678552
580,1.79837143519,-24.8908919469
581,0.679479946109,849.352327402
582,2.78104651922,-42.7832024435
583,1.17846284089,15.5820980359
584,1.09293879161,112.32858834
585,1.96417036425,190.231168115
586,3.06297376678,59.7189083969
587,1.04294176649,629.482771598
588,2.05773774109,-374.061482594
589,2.35860645335,-107.9046253
590,3.52464010694,-65.6060185746
591,0.561102249376,-100.698679511
592,10.0749742136,261.27497518
593,1.35488925464,-729.542090566
594,1.11317496851,441.745067307
595,14.3979393822,463.374466534
596,0.72594042379,86.1089440443
597,6.48168606018,-550.961767383
598,0.786480616568,80.0422282811
599,1.29857046469,-522.012206932
600,1.92652317065,-766.594712138
601,0.48897483162,-335.400228268
602,1.04380299419,-199.586171684
603,1.03092816366,372.388733418
604,2.03732453011,-570.289480974
605,5.73069495699,-30.638711843
606,1.39435368129,-486.735809903
607,2.58590060088,-910.048304105
608,0.785059986398,366.733700026
609,1.09322712939,606.867092338
610,2.01666943598,11.2622112494
611,13.334668652,-9.12084554219
612,0.158171187193,-1008.33848809
613,0.617790262739,1107.31299923
614,2.82192615829,-500.908026402
615,2.51794940686,-83.1817607558
616,3.50708563992,-43.7362832269
617,4.85220947875,350.528846364
618,3.81756010834,-25.1401920382
619,0.357837017669,-554.988630109
620,1.38575160419,-363.117427266
621,2.30861260587,-264.393111717
622,1.24496978677,636.216881396
623,2.57836336317,23.5493874159
624,1.16959210612,-545.327843014
625,1.47286889202,349.550009217
626,24.0199508765,76.7689217804
627,1.39495400415,271.958527813
628,2.40611857548,432.449725022
629,0.981881250612,456.049499606
630,2.06255618387,-641.953149763
631,0.772344099882,-527.560282699
632,0.915446271312,-685.48155784
633,1.38885723353,668.389847239
634,1.39042594997,-491.715462063
635,0.755942413851,871.909637716
636,1.1431370818,-410.815974717
637,1.63729476841,241.406165556
638,1.70784080242,-317.58641585
639,6.10607644937,99.5637439445
640,38.6379219847,229.931037654
641,5.49077614032,-191.489670348
642,1.39735698142,100.886511145
643,1.13587911072,302.769491251
644,0.948246900714,-22.1690846981
645,0.945877362072,419.454984646
646,1.18859925692,-1198.7230255
647,1.27450587593,311.146002117
648,1.73745019619,105.688402101
649,0.0779357501159,-1129.05354195
650,0.754667193087,166.269442868
651,2.29266784751,-18.012909774
652,1.07000921321,323.613417926
653,1.12543127372,-343.364764887
654,1.05663736227,16.2898543513
655,0.508603854406,60.1400441165
656,1.4632480632,38.7189264509
657,2.04965448554,440.915904451
658,2.7670190514,115.630911729
659,0.233338310026,879.531860867
660,0.5604594237,385.726410328
661,1.81338283129,153.49275898
662,1.6907646522,528.896129681
663,0.989097190313,-458.958383296
664,35.6850811812,-47.0668235775
665,2.90948904997,-285.300702475
666,1.68336809899,42.3289478618
667,3.76834188191,112.69200315
668,1.08100906484,-912.308196322
669,1.44980391989,34.6702825563
670,1.11427268935,-1117.16446617
671,4.39913163378,293.092466682
672,4.14764567797,26.0320389591
673,3.34090880057,264.832395354
674,3.12318257115,-84.7962981149
675,0.903196715523,851.269766672
676,2.39323416158,91.887921061
677,0.633143890303,15.9146739622
678,2.24427682679,-208.000652546
679,1.69151681535,161.530946908
680,0.967935414925,-418.697878871
681,1.28912686472,106.021565368
682,1.75873870293,-160.656034751
683,1.72355481538,671.072085302
684,6.70802565347,79.0874848805
685,1.01265928983,-232.512338729
686,2.34726405566,147.817728547
687,2.14729098397,454.880910961
688,2.45130449037,113.112154284
689,1.06914680139,-412.957533691
690,1.17227658721,352.667058552
691,1.36869202376,-169.412792396
692,3.57337777506,-767.10366394
693,0.417787287275,-275.592184231
694,1.57760653197,-651.9080494
695,1.06878412711,-263.997384295
696,0.579154195351,377.618770677
697,1.41184850531,-359.188885368
698,2.78022295173,-238.039766846
699,2.38509887706,427.86035017
700,2.379650374,-617.999885668
701,0.836444689728,195.671287584
702,1.47251835992,-20.7706760917
703,0.927156953593,473.308605857
704,3.04829169032,-36.3406417408
705,1.32039199919,-6.35138274864
706,1.23735486906,314.434631222
707,9.91079473032,83.7281787103
708,0.571293619788,92.3669224658
709,1.46448732233,-628.007298993
710,2.02960239807,175.727940465
711,0.742412172035,-578.814608674
712,2.05004718648,-191.392629528
713,6.84418234552,-791.780170142
714,1.1670335587,-214.070764464
715,1.12739172618,623.208657438
716,1.08080201158,441.448229218
717,1.48202126102,-117.973825238
718,2.63558193127,252.310687663
719,47.2218601601,-171.614942763
720,0.800807253387,883.502826081
721,1.89248737797,-601.740477299
722,1.11858432114,184.773769137
723,1.0994765873,184.029502403
724,2.555813101,215.216093261
725,0.880953070751,-657.923586237
726,1.08574679321,680.409131137
727,1.10993961364,248.5569142
728,1.07594830864,-521.672394544
729,11.9376912335,34.6009624533
730,0.333148639308,1074.81346895
731,1.09768046913,-596.014296173
732,0.766130309984,250.903843623
733,1.96912995406,529.026027265
734,0.383204563544,-422.283098074
735,1.15116586623,186.344241804
736,1.02774070672,-341.547238716
737,2.48383736086,-423.633595666
738,1.85616669483,328.607837879
739,2.95784712724,-96.8928053883
740,3.70617838189,-626.847896887
741,5.30174815764,327.410383117
742,22.2112643133,349.37073329
743,1.70126824025,399.404936276
744,0.465624327751,-304.556055606
745,6.06411146238,166.996551593
746,1.56384460337,-191.426328015
747,25.8097450197,268.293016683
748,1.73682988097,461.623341177
749,1.67789255326,-98.9328025721
750,0.601522539344,287.86389179
751,7.29878067644,-1038.51831969
752,1.06777137473,269.091232454
753,0.738272165958,430.576157259
754,10.5453818848,-216.381566276
755,7.31855790506,115.160281474
756,5.64284757205,37.6675927224
757,1.44518622831,-644.261608057
758,1.12353376994,573.271854631
759,6.16001874487,-208.496572802
760,1.23557929018,-284.117718508
761,1.4598961953,237.25351538
762,1.33827224568,929.884876875
763,0.0730994582224,600.905726502
764,0.768310206029,-1124.82185769
765,1.36825921818,-506.844966174
766,9.20982080475,-39.6734102185
767,0.957636695234,466.1917199
768,0.569671521955,308.824478569
769,1.02108143865,689.926327226
770,1.15954347565,429.673135017
771,1.82096092045,1032.0937473
772,1.10470117609,109.085976897
773,0.837520186482,607.696494416
774,2.06986732183,107.991556218
775,2.28903325934,1007.73103656
776,4.06613986968,-738.385888915
777,1.46906506583,-146.703821356
778,0.932744195779,239.602721702
779,1.13885459843,385.760457877
780,2.37658310433,-377.774279718
781,0.733025952092,405.084905106
782,1.31873698572,-403.957973227
783,1.2920993675,-599.017062481
784,0.880974198606,-77.9146460637
785,1.09514573452,408.424928356
786,0.991339950738,378.878910285
787,1.71081747744,210.968755474
788,2.33515768001,68.1966886621
789,0.460305964702,381.023597721
790,0.723303602103,389.48790284
791,1.40261544014,247.81979958
792,1.60232544795,-101.344853179
793,13.9891991827,-39.0769125351
794,1.74131815013,84.232203796
795,0.993612614538,861.800721208
796,1.80758990893,108.833547002
797,1.08177715475,-960.196791975
798,2.90203775821,-112.139338219
799,16.9594497966,271.56511514
800,1.42613033852,-35.9106936808
801,1.86865553472,-280.058475122
802,2.0425558845,974.17141965
803,4.66719974744,-581.851097026
804,1.730594105,148.888648836
805,23.8179072104,-25.75519582
806,12.6031396047,-412.304397028
807,0.813009620832,-225.846165358
808,0.535149022921,1238.20510887
809,1.56692757876,-272.088744664
810,0.87373324192,-385.827331004
811,0.96946305718,-151.291895692
812,1.18254530382,-198.241102014
813,125.638556463,272.089324104
814,0.582937958504,185.186286751
815,0.883780100994,-284.896521138
816,1.00588292467,-112.349645887
817,1.92686234366,-444.966908797
818,4.4908247789,-333.004056638
819,1.93266433157,-295.699169886
820,2.91971771101,98.9118568781
821,2.89807889145,-205.485450887
822,1.72876612761,-604.754034058
823,1.82534433305,377.371477888
824,21.1279098064,370.181551655
825,1.60175926125,-295.239285435
826,17.7572294228,-148.588039785
827,1.1796351433,681.56600404
828,0.913871323582,-134.398018729
829,1.02182201078,80.4051098422
830,26.971106578,869.188850687
831,1.78399260305,129.44756047
832,1.57918164872,420.957653154
833,6.50333269696,742.391679766
834,1.07225952618,-820.779613901
835,2.01961167688,140.548783316
836,8.04311590078,148.089794216
837,1.51120666077,-356.612333553
838,2.33545342108,895.676738426
839,1.92485350157,-781.321292091
840,2.42674860069,-161.185308103
841,1.20984484103,400.71521485
842,3.1979354928,-63.7001175522
843,1.02168389219,228.798048674
844,1.0707422349,-146.779602041
845,6.30036698637,414.772870331
846,1.52469061195,449.112514217
847,1.18731462245,-262.68508096
848,2.89678941727,-220.182190297
849,3.42445103792,-661.527901429
850,7.57874242214,16.8980961658
851,1.04117925345,92.9370131365
852,1.44256200454,-252.421077836
853,6.49252473936,580.525703235
854,5.33559247613,-153.902014387
855,0.504543984291,379.973722481
856,1.23308871423,58.9225811831
857,0.769582925648,1039.49786242
858,3.39611262624,-14.358774983
859,1.11288907399,-595.392800545
860,5.41223819559,-530.544053288
861,1.20839483273,-439.492119772
862,4.84082775926,269.585506361
863,1.31551573538,54.2488914031
864,3.35938213578,-388.896680639
865,1.10937785291,-465.207017982
866,2.2254620509,-273.45996142
867,13.0667050982,12.6411769504
868,0.402180905156,13.3109103986
869,0.949433614107,-167.671376154
870,1.3749902751,205.876916945
871,3.43976875116,485.0543789
872,0.640854178334,458.581556323
873,4.58174850023,-69.7350220044
874,1.02170270824,555.01627464
875,6.17879209836,10.8991923157
876,0.51406132028,532.125996832
877,1.55213026537,-951.991547894
878,1.26754631486,217.17773476
879,0.495101316715,516.941995707
880,45.1985169002,498.995997828
881,1.68682091232,97.2329745651
882,0.90180073367,-848.998747179
883,1.35490888202,211.101995894
884,0.277204203137,-674.436431591
885,0.650873224603,-73.35642071
886,1.26824931663,-441.410290238
887,1.63291354632,-836.183802415
888,1.43437232662,457.117217908
889,10.2291030817,162.838437882
890,4.18073084744,-464.216345848
891,1.13340467609,-599.493309313
892,1.0185985758,-489.327294424
893,12.0564819661,-375.955758724
